,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11139,3,2,85,2,57,2019-07-01,1.26,1,317
11140,1,2,100,1,2,2015-10-05,0.04,1,0
11141,1,1,45,2,3,2019-05-01,0.69,1,249
11142,1,2,160,5,79,2019-07-06,1.72,1,271
11143,3,1,40,29,1,2019-05-31,0.77,37,30
11144,1,1,49,2,43,2019-04-27,0.94,2,283
11145,1,1,40,1,0,,,1,0
11146,2,2,495,15,4,2017-05-20,0.09,1,0
11147,1,1,89,3,19,2018-05-30,0.42,3,76
11148,2,2,220,3,7,2018-11-25,0.16,2,4
11149,2,1,99,2,78,2019-06-20,1.71,1,363
11150,2,2,160,1,0,,,1,0
11151,1,1,80,5,2,2016-07-31,0.04,1,0
11152,1,1,78,2,23,2016-10-31,0.51,1,0
11153,1,1,110,1,1,2015-10-12,0.02,1,0
11154,2,2,130,31,31,2019-05-27,0.69,1,66
11155,2,2,150,1,2,2016-03-18,0.05,1,0
11156,3,2,59,1,113,2019-07-07,2.79,1,346
11157,1,1,80,9,1,2015-10-14,0.02,1,0
11158,2,1,80,3,1,2015-10-27,0.02,1,0
11159,2,2,160,2,8,2016-06-17,0.18,1,0
11160,1,1,45,1,87,2017-08-28,1.9,1,0
11161,2,1,94,14,1,2015-11-25,0.02,1,0
11162,3,1,77,1,254,2019-06-24,5.61,3,11
11163,1,2,149,6,108,2019-07-06,2.38,1,268
11164,1,2,130,7,2,2015-11-02,0.04,1,0
11165,3,1,57,3,2,2018-12-27,0.19,1,5
11166,1,2,150,5,9,2016-10-16,0.2,1,0
11167,3,1,55,4,6,2015-12-23,0.13,1,249
11168,2,2,127,2,3,2016-04-27,0.07,1,0
11169,1,1,60,2,20,2017-07-02,0.44,1,363
11170,2,1,64,1,16,2019-01-02,0.36,2,249
11171,1,1,40,1,22,2019-04-20,0.5,3,67
11172,2,1,50,3,122,2019-06-28,2.68,1,199
11173,1,1,83,1,202,2019-06-25,4.53,4,0
11174,1,2,200,1,3,2019-03-31,0.11,1,0
11175,2,1,49,14,25,2019-06-15,0.55,2,276
11176,1,1,60,1,194,2018-09-30,4.29,4,0
11177,3,1,45,20,1,2016-06-20,0.03,1,0
11178,2,2,180,1,2,2016-11-27,0.04,1,0
11179,1,1,45,2,4,2018-12-15,0.34,1,34
11180,1,2,89,2,101,2019-06-24,2.26,1,291
11181,1,1,25,2,1,2015-11-12,0.02,1,0
11182,1,2,285,2,53,2019-05-26,1.2,1,13
11183,2,1,100,5,91,2019-06-17,2.07,1,279
11184,3,1,90,3,1,2015-10-24,0.02,1,0
11185,4,2,75,2,131,2019-07-02,2.85,1,310
11186,3,2,75,3,1,2016-08-31,0.03,1,0
11187,2,1,200,2,150,2018-10-21,3.32,1,0
11188,1,3,35,1,116,2019-06-25,2.55,5,351
11189,2,2,297,1,9,2017-06-19,0.24,3,0
11190,1,1,150,1,0,,,1,0
11191,1,2,195,3,116,2019-06-23,2.56,1,38
11192,1,2,80,3,4,2017-12-12,0.15,1,0
11193,1,1,50,500,10,2016-09-22,0.22,1,365
11194,2,2,115,30,18,2019-05-19,0.41,4,37
11195,1,2,70,5,4,2018-08-22,0.26,2,0
11196,1,2,119,4,13,2018-06-05,0.29,1,0
11197,4,2,120,1,26,2019-02-16,0.58,1,333
11198,1,1,400,3,0,,,1,0
11199,2,2,250,3,8,2019-06-16,0.19,1,1
11200,5,2,225,1,0,,,1,0
11201,2,2,45,1,1,2016-02-07,0.02,1,0
11202,2,2,260,1,0,,,1,0
11203,2,2,155,5,3,2016-05-23,0.08,2,0
11204,2,3,97,1,1,2015-11-15,0.02,1,0
11205,3,1,75,2,4,2016-10-01,0.12,1,0
11206,2,2,155,30,7,2019-05-03,0.19,12,52
11207,2,2,237,3,6,2016-11-28,0.15,2,0
11208,1,1,80,5,0,,,1,0
11209,2,2,250,3,8,2016-07-28,0.18,1,0
11210,3,1,60,1,27,2019-05-27,0.59,3,76
11211,3,1,42,2,54,2018-05-27,1.22,5,189
11212,2,1,105,3,17,2017-01-02,0.4,2,0
11213,2,2,300,1,0,,,1,0
11214,1,1,120,2,125,2019-07-05,2.75,1,177
11215,1,1,80,1,1,2016-01-05,0.02,1,0
11216,2,2,125,1,6,2015-11-22,0.13,1,0
11217,3,2,125,1,14,2017-01-01,0.33,1,0
11218,3,1,50,14,2,2018-11-30,0.06,8,317
11219,1,1,60,2,10,2018-07-28,0.22,1,0
11220,1,2,90,4,68,2019-07-01,1.78,2,267
11221,2,1,60,5,0,,,2,0
11222,2,2,275,2,148,2019-06-23,3.26,1,216
11223,2,1,100,30,146,2019-05-07,3.22,2,44
11224,2,1,200,1,1,2015-10-13,0.02,2,0
11225,2,1,99,1,129,2019-01-24,3.75,2,299
11226,2,1,112,5,31,2016-06-18,0.68,1,0
11227,1,1,65,1,1,2015-10-11,0.02,2,0
11228,2,2,200,1,9,2016-04-08,0.2,1,0
11229,1,2,98,5,135,2019-06-19,2.96,4,102
11230,3,1,50,2,49,2019-01-02,1.08,2,356
11231,3,2,135,3,11,2016-10-02,0.24,1,0
11232,1,1,50,1,190,2019-06-27,4.23,1,188
11233,2,2,145,4,2,2016-07-05,0.05,1,0
11234,2,2,450,28,0,,,1,365
11235,2,1,141,1,2,2015-10-29,0.04,1,0
11236,1,1,110,2,86,2019-07-02,1.9,7,316
11237,2,1,107,2,0,,,1,0
11238,1,2,110,30,7,2018-08-08,0.19,9,284
11239,1,2,1000,2,0,,,1,365
11240,2,2,299,2,2,2016-01-05,0.05,1,0
11241,2,2,190,2,26,2019-07-01,0.58,1,42
11242,1,2,175,1,0,,,1,0
11243,2,1,70,3,13,2016-06-20,0.29,1,0
11244,2,2,75,1,4,2017-07-02,0.09,1,0
11245,2,2,155,3,17,2016-08-10,0.37,1,0
11246,2,2,96,2,34,2019-06-24,0.75,1,0
11247,1,2,350,3,2,2016-01-02,0.04,2,0
11248,2,1,90,4,59,2019-07-01,1.36,1,2
11249,2,2,500,3,55,2019-06-24,1.23,1,46
11250,1,1,40,1,0,,,1,0
11251,2,2,175,7,15,2018-07-08,0.34,1,0
11252,1,2,50,5,1,2015-12-23,0.02,1,0
11253,2,2,130,1,289,2019-06-19,6.46,1,217
11254,1,1,90,2,1,2015-10-18,0.02,1,0
11255,2,1,65,2,38,2019-04-30,0.83,2,270
11256,2,2,200,1,1,2016-05-31,0.03,1,0
11257,1,2,63,5,35,2019-06-12,0.78,2,98
11258,2,1,110,1,2,2018-12-17,0.07,1,0
11259,3,2,100,1,14,2019-01-01,0.31,1,90
11260,2,1,60,2,11,2017-06-10,0.25,1,188
11261,1,1,45,5,32,2017-12-26,0.7,4,0
11262,2,2,117,28,125,2018-11-17,2.77,2,29
11263,1,2,175,5,10,2019-06-13,0.23,1,32
11264,1,2,2000,1,1,2015-10-27,0.02,1,365
11265,1,1,60,1,0,,,1,0
11266,2,1,148,1,30,2019-07-04,0.84,1,16
11267,3,1,65,1,0,,,1,0
11268,1,1,150,4,0,,,1,0
11269,1,1,100,1,5,2017-10-29,0.22,1,89
11270,2,2,200,30,3,2018-04-30,0.07,15,336
11271,2,2,650,2,1,2017-03-05,0.04,1,0
11272,2,2,199,2,18,2019-06-15,1.28,1,1
11273,2,2,115,30,1,2017-01-27,0.03,52,341
11274,2,2,245,3,51,2018-09-19,1.12,1,0
11275,3,2,187,6,57,2019-06-09,1.33,8,275
11276,2,2,88,2,24,2019-06-29,0.53,1,39
11277,2,2,280,1,1,2015-10-13,0.02,1,0
11278,2,2,200,1,0,,,1,0
11279,2,2,95,2,1,2015-10-20,0.02,1,0
11280,2,2,260,2,170,2019-07-01,3.85,1,236
11281,2,2,148,2,1,2015-12-29,0.02,1,0
11282,2,2,100,30,2,2016-04-17,0.05,52,365
11283,2,1,100,1,58,2019-06-23,1.27,1,78
11284,2,3,60,1,0,,,1,0
11285,2,1,64,3,142,2019-07-06,3.12,2,210
11286,1,1,125,2,30,2019-06-27,0.67,2,80
11287,5,1,65,1,0,,,1,0
11288,2,2,110,2,4,2017-07-23,0.11,1,0
11289,2,2,745,1,0,,,1,0
11290,2,2,140,30,5,2019-04-12,0.15,12,0
11291,1,1,35,1,9,2017-03-06,0.2,1,0
11292,3,2,85,3,91,2019-06-24,2.11,2,50
11293,2,1,111,1,4,2015-10-30,0.09,1,0
11294,2,2,399,90,5,2018-05-02,0.11,1,365
11295,3,3,40,1,39,2019-07-01,0.87,4,351
11296,2,2,300,1,0,,,1,0
11297,1,1,180,5,12,2019-04-27,0.28,2,189
11298,2,1,100,1,1,2015-10-13,0.02,1,0
11299,1,2,150,2,198,2019-06-23,4.48,1,92
11300,2,1,63,1,52,2019-06-15,1.14,2,276
11301,2,2,175,1,1,2015-12-27,0.02,1,0
11302,1,1,84,3,17,2016-08-19,0.38,1,0
11303,5,1,33,2,103,2019-05-31,2.27,2,282
11304,1,1,50,5,1,2016-01-02,0.02,1,35
11305,1,1,75,1,1,2015-10-27,0.02,1,0
11306,2,1,125,2,10,2018-10-22,0.22,1,256
11307,1,2,140,7,16,2019-03-15,0.49,1,1
11308,1,2,85,5,0,,,1,0
11309,1,2,250,1,50,2019-06-25,1.46,5,365
11310,1,1,60,3,1,2015-10-14,0.02,1,0
11311,1,1,45,1,0,,,1,0
11312,2,2,395,7,0,,,1,0
11313,2,2,140,1,49,2019-06-26,1.23,1,16
11314,2,2,190,5,15,2019-03-21,0.35,1,0
11315,1,2,91,2,166,2019-07-01,3.66,1,38
11316,1,1,40,4,34,2018-12-24,0.75,2,105
11317,2,1,135,1,0,,,1,0
11318,1,1,50,1,0,,,1,0
11319,3,2,72,3,7,2016-01-18,0.15,1,0
11320,1,2,130,3,115,2019-06-23,2.83,1,49
11321,1,1,90,1,6,2018-06-22,0.13,1,0
11322,2,1,100,15,2,2018-04-16,0.06,3,313
11323,2,1,150,1,225,2018-09-30,4.95,4,0
11324,2,1,62,10,32,2018-11-22,0.74,1,144
11325,2,2,100,7,5,2016-05-09,0.11,1,0
11326,2,1,150,1,207,2019-02-21,4.55,4,0
11327,2,2,95,2,3,2017-05-07,0.11,1,6
11328,1,2,170,1,8,2018-09-19,0.19,2,0
11329,1,1,40,7,16,2018-08-11,0.39,4,130
11330,1,1,54,9,23,2019-05-21,0.53,8,135
11331,1,1,30,1,4,2016-09-28,0.12,1,0
11332,2,2,150,6,51,2019-04-30,1.13,2,66
11333,2,2,250,2,33,2019-05-04,0.73,1,7
11334,1,1,50,1,1,2015-11-08,0.02,4,0
11335,1,2,120,1,1,2015-12-01,0.02,1,0
11336,2,2,410,30,3,2019-05-27,0.15,2,346
11337,1,2,73,45,3,2016-08-20,0.07,1,21
11338,2,2,250,1,1,2015-12-16,0.02,1,0
11339,2,2,1170,80,0,,,121,365
11340,2,2,250,2,2,2015-11-08,0.04,1,0
11341,2,1,139,1,6,2017-06-14,0.13,3,0
11342,2,2,149,5,11,2017-02-04,0.28,1,0
11343,2,2,185,2,241,2019-06-24,5.65,1,22
11344,2,1,230,5,10,2016-09-10,0.23,1,0
11345,2,2,175,1,49,2019-05-05,1.11,1,4
11346,2,2,150,2,1,2015-12-19,0.02,1,0
11347,1,2,325,1,264,2019-06-16,5.85,2,47
11348,1,3,100,4,0,,,1,270
11349,2,1,50,1,0,,,1,0
11350,2,2,80,12,27,2018-08-10,0.67,3,88
11351,1,2,135,28,29,2018-11-10,0.65,1,268
11352,3,1,32,60,3,2018-12-21,0.08,1,0
11353,2,2,261,4,196,2019-06-05,4.3,1,125
11354,1,2,60,3,0,,,1,0
11355,1,1,57,2,91,2019-06-23,2.06,4,228
11356,2,2,225,2,62,2019-06-19,1.62,1,231
11357,1,2,200,3,1,2015-11-03,0.02,1,0
11358,3,1,115,2,0,,,1,0
11359,2,2,200,2,5,2016-05-22,0.11,1,0
11360,2,2,699,6,0,,,1,0
11361,1,1,65,2,81,2019-04-08,1.79,4,131
11362,1,2,150,2,1,2016-02-27,0.02,2,0
11363,2,2,375,3,3,2016-01-02,0.07,2,0
11364,2,2,175,3,0,,,1,0
11365,1,1,45,1,9,2019-03-06,0.27,1,0
11366,2,2,225,3,2,2015-11-02,0.04,1,0
11367,2,2,165,10,31,2019-05-16,0.71,1,55
11368,2,2,250,1,0,,,1,0
11369,1,2,1150,7,2,2015-12-07,0.04,1,0
11370,1,2,85,3,1,2016-09-08,0.03,1,0
11371,1,2,135,2,0,,,1,0
11372,2,2,125,1,2,2015-11-29,0.04,1,0
11373,4,1,300,1,0,,,1,0
11374,1,2,120,4,0,,,1,0
11375,1,2,100,1,2,2017-06-02,0.05,1,0
11376,2,2,179,3,26,2019-06-16,0.58,1,6
11377,1,1,50,3,4,2016-01-13,0.09,1,0
11378,1,2,115,5,28,2019-07-08,0.7,2,347
11379,1,2,100,3,151,2019-06-29,3.32,1,105
11380,3,1,75,2,94,2019-07-07,2.08,3,35
11381,1,1,60,1,4,2016-10-23,0.09,1,0
11382,2,2,240,2,1,2015-11-02,0.02,1,0
11383,2,2,290,3,58,2018-01-02,1.33,1,188
11384,1,1,56,5,76,2019-04-11,1.74,2,68
11385,2,1,95,2,32,2019-06-30,0.72,1,170
11386,2,1,70,1,76,2019-06-18,1.78,1,293
11387,2,2,125,4,8,2017-06-18,0.18,1,0
11388,2,2,195,1,4,2015-10-31,0.09,1,0
11389,3,1,45,1,25,2019-01-31,0.65,2,335
11390,2,3,64,2,0,,,1,0
11391,1,1,50,3,9,2016-10-22,0.2,1,0
11392,1,2,80,3,0,,,1,0
11393,1,1,55,2,197,2019-06-24,4.46,2,21
11394,1,2,1000,5,1,2016-01-03,0.02,1,0
11395,3,1,42,60,1,2015-10-26,0.02,1,0
11396,1,1,80,4,0,,,1,0
11397,1,2,105,1,54,2019-06-11,1.19,1,365
11398,1,1,45,3,11,2018-09-11,0.24,1,66
11399,2,2,125,2,2,2016-08-31,0.06,1,0
11400,3,1,45,2,85,2019-05-26,1.99,5,333
11401,1,1,95,2,10,2019-06-15,0.22,1,22
11402,1,2,200,5,7,2019-01-01,0.16,1,0
11403,2,2,190,2,76,2019-06-14,1.68,1,12
11404,2,2,170,4,28,2019-06-18,0.82,1,364
11405,1,2,250,7,0,,,1,0
11406,1,1,54,2,2,2016-01-02,0.05,1,0
11407,2,2,150,1,3,2015-12-28,0.07,1,0
11408,2,2,300,2,1,2016-01-03,0.02,1,0
11409,1,1,115,2,2,2019-06-23,0.92,1,362
11410,2,2,225,1,83,2019-06-17,1.9,1,344
11411,2,1,83,1,0,,,1,0
11412,2,2,125,30,10,2019-05-18,0.27,12,0
11413,2,2,250,1,1,2015-10-18,0.02,1,0
11414,1,2,129,3,93,2019-05-28,2.1,1,0
11415,2,2,135,2,115,2019-06-23,2.56,1,19
11416,1,2,200,20,0,,,1,0
11417,1,2,175,2,12,2019-01-13,0.77,1,0
11418,3,1,55,3,6,2015-11-20,0.13,1,0
11419,1,1,50,1,0,,,1,0
11420,2,1,125,1,2,2015-12-30,0.05,1,0
11421,1,2,200,3,2,2017-04-17,0.06,1,0
11422,1,1,40,10,12,2019-06-30,0.28,1,343
11423,3,1,50,1,71,2019-05-11,1.57,3,83
11424,1,1,166,1,16,2016-11-14,0.36,1,0
11425,2,1,124,1,118,2019-06-23,2.7,1,278
11426,1,1,65,2,28,2019-03-19,0.7,1,204
11427,2,1,57,1,6,2017-01-02,0.13,1,1
11428,2,1,100,1,1,2015-10-15,0.02,1,0
11429,1,1,60,3,9,2018-07-28,0.2,1,0
11430,1,1,90,1,254,2019-06-23,5.59,5,222
11431,2,1,130,1,66,2019-07-03,1.75,2,289
11432,1,2,350,4,18,2016-11-24,0.42,1,0
11433,1,1,60,2,1,2015-10-21,0.02,1,0
11434,2,1,80,2,7,2016-03-01,0.15,1,0
11435,1,2,70,1,0,,,1,0
11436,1,1,41,7,0,,,1,0
11437,3,2,100,3,74,2019-05-20,1.63,1,321
11438,2,2,500,1,0,,,1,53
11439,1,2,200,3,115,2019-07-07,2.61,1,243
11440,2,1,120,6,17,2017-10-18,0.38,2,0
11441,3,1,170,1,1,2016-06-08,0.03,3,90
11442,1,1,42,15,3,2017-05-18,0.07,1,0
11443,2,1,50,1,38,2019-07-01,0.85,2,344
11444,2,2,170,1,7,2016-10-08,0.16,1,0
11445,2,2,189,1,168,2019-06-22,3.71,1,347
11446,2,2,150,2,11,2016-06-26,0.24,1,0
11447,2,1,77,1,9,2016-09-10,0.21,1,0
11448,1,2,150,1,0,,,1,0
11449,1,1,60,5,165,2019-05-21,3.63,2,261
11450,2,2,150,1,1,2016-05-08,0.03,1,0
11451,2,2,120,1,2,2015-12-16,0.05,1,0
11452,2,2,85,1,2,2016-06-29,0.05,1,0
11453,1,1,85,1,270,2019-06-21,5.94,5,227
11454,2,2,450,6,2,2018-12-29,0.05,1,0
11455,5,1,60,3,8,2018-01-03,0.19,1,363
11456,2,2,95,2,5,2016-02-21,0.11,1,0
11457,5,1,38,1,50,2018-06-27,1.1,4,267
11458,3,3,150,3,0,,,1,0
11459,3,2,125,1,2,2016-08-10,0.05,1,0
11460,2,1,125,2,1,2015-11-03,0.02,1,0
11461,2,2,130,5,0,,,1,0
11462,1,1,59,3,59,2019-06-30,1.3,2,119
11463,2,2,65,2,32,2019-06-17,0.73,1,16
11464,1,2,259,2,222,2019-06-17,4.9,1,250
11465,2,1,90,3,0,,,1,0
11466,2,1,60,30,22,2019-05-15,0.51,1,0
11467,1,1,95,2,20,2019-06-02,0.45,2,191
11468,1,3,45,1,1,2015-11-11,0.02,2,0
11469,2,2,133,3,38,2019-06-30,0.89,1,2
11470,2,2,259,2,103,2019-06-21,2.29,1,34
11471,1,2,150,7,40,2019-06-25,0.89,1,279
11472,1,1,35,1,0,,,1,0
11473,2,2,139,3,6,2016-10-27,0.13,1,0
11474,2,1,39,3,6,2016-01-23,0.13,1,0
11475,1,2,125,1,0,,,1,0
11476,2,2,434,5,1,2018-01-03,0.05,1,0
11477,2,2,500,2,0,,,1,0
11478,1,2,100,1,2,2015-11-29,0.05,1,0
11479,3,2,99,3,40,2019-06-10,0.91,1,128
11480,1,1,70,4,57,2019-06-23,1.44,2,333
11481,2,2,200,1,0,,,1,0
11482,1,1,88,4,64,2019-05-11,1.44,1,68
11483,1,2,115,1,0,,,1,0
11484,2,1,75,3,0,,,1,0
11485,1,2,140,40,59,2017-08-28,1.31,1,126
11486,2,1,80,1,16,2019-05-04,1.15,2,345
11487,1,1,44,1,1,2015-12-27,0.02,1,0
11488,2,2,269,30,0,,,121,337
11489,1,2,150,1,0,,,1,0
11490,2,2,299,5,4,2016-07-05,0.09,1,0
11491,1,2,195,4,85,2019-06-19,1.93,1,63
11492,1,2,140,3,8,2018-11-09,0.18,1,0
11493,2,2,180,1,1,2015-12-13,0.02,1,0
11494,3,2,84,2,0,,,1,0
11495,3,1,70,3,138,2019-06-20,3.1,1,54
11496,1,1,55,1,4,2018-05-20,0.19,26,365
11497,1,1,65,5,1,2016-03-06,0.02,1,0
11498,1,1,45,1,18,2018-02-26,0.41,26,250
11499,1,2,96,14,93,2019-06-23,2.06,1,73
11500,2,1,82,1,228,2019-07-05,5.11,2,28
11501,2,2,150,1,6,2016-07-26,0.14,1,0
11502,1,1,125,3,1,2015-10-27,0.02,1,0
11503,1,2,115,5,1,2016-01-03,0.02,1,0
11504,2,2,145,30,60,2019-06-20,1.38,1,15
11505,1,2,169,1,22,2019-07-02,2.59,1,39
11506,1,1,75,1,15,2018-10-08,0.33,1,355
11507,2,2,100,7,2,2016-08-16,0.05,1,0
11508,1,2,69,45,1,2016-09-01,0.03,2,0
11509,3,1,45,1,137,2019-06-16,3.06,9,283
11510,3,2,75,7,0,,,1,0
11511,3,1,55,1,143,2019-06-21,3.19,9,276
11512,3,1,55,1,78,2019-06-20,1.78,9,311
11513,3,1,48,1,150,2019-06-23,3.39,9,323
11514,3,1,50,1,99,2019-05-20,2.21,9,341
11515,1,1,56,2,1,2016-01-03,0.02,1,0
11516,1,1,65,28,13,2019-02-05,0.3,3,319
11517,1,2,140,2,74,2018-12-16,1.65,1,2
11518,1,1,95,2,57,2019-06-24,1.27,1,209
11519,2,1,73,2,92,2019-06-12,2.08,2,177
11520,2,2,230,1,0,,,1,0
11521,2,2,180,7,2,2017-01-02,0.05,2,0
11522,1,1,47,7,8,2017-06-14,0.18,1,0
11523,2,3,55,5,5,2019-06-20,0.12,3,0
11524,1,2,125,2,10,2016-04-18,0.22,2,0
11525,3,1,60,2,5,2018-06-01,0.21,1,0
11526,2,2,104,1,0,,,1,0
11527,1,2,225,3,1,2016-04-12,0.03,1,0
11528,1,2,169,2,30,2019-06-30,0.87,1,345
11529,1,1,45,30,7,2017-02-16,0.15,7,124
11530,2,2,130,5,4,2017-01-01,0.09,1,0
11531,1,1,53,3,1,2015-12-31,0.02,1,0
11532,1,2,150,2,121,2019-06-14,2.69,1,287
11533,2,1,140,1,13,2016-05-17,0.29,2,0
11534,2,2,295,4,0,,,1,0
11535,2,1,98,2,1,2015-12-20,0.02,2,0
11536,1,2,120,3,88,2019-06-26,2.04,1,49
11537,2,2,170,3,1,2015-12-09,0.02,1,0
11538,2,1,47,14,19,2019-05-26,0.54,2,210
11539,1,2,129,2,137,2019-07-02,3.55,2,133
11540,1,2,119,2,174,2019-06-30,3.88,2,65
11541,1,3,99,3,0,,,1,0
11542,2,2,225,1,0,,,1,0
11543,1,1,50,6,24,2018-05-13,0.54,1,0
11544,2,2,100,20,16,2019-05-31,0.6,1,49
11545,1,1,55,1,3,2018-12-31,0.09,1,0
11546,1,1,155,1,0,,,1,0
11547,1,2,275,3,51,2017-12-03,1.14,1,0
11548,1,1,65,2,6,2016-09-10,0.13,1,156
11549,1,2,170,3,28,2018-10-01,0.62,1,0
11550,5,1,95,2,6,2016-08-14,0.14,1,173
11551,2,2,129,30,0,,,121,164
11552,2,2,175,3,186,2019-07-05,4.12,1,187
11553,2,2,136,30,0,,,121,349
11554,2,2,190,1,0,,,1,0
11555,1,2,150,2,19,2017-10-14,0.42,1,0
11556,1,2,75,3,6,2017-08-29,0.15,1,0
11557,2,2,590,1,0,,,2,0
11558,2,2,169,5,0,,,1,0
11559,1,1,51,1,2,2015-11-28,0.05,1,0
11560,2,2,899,6,52,2019-06-22,1.16,2,287
11561,2,1,90,7,0,,,2,0
11562,1,3,25,30,8,2017-07-01,0.18,7,343
11563,3,1,65,1,123,2019-06-22,2.76,2,333
11564,1,1,42,1,122,2019-06-23,2.84,4,340
11565,1,1,40,5,12,2019-03-10,0.28,1,0
11566,1,1,60,2,9,2019-07-01,0.21,4,361
11567,2,2,157,3,2,2017-11-25,0.1,1,0
11568,2,2,170,1,1,2015-11-26,0.02,1,0
11569,1,1,50,3,15,2019-02-28,0.33,2,217
11570,3,1,55,1,33,2019-04-22,2.1,2,293
11571,1,1,45,3,3,2015-11-25,0.07,1,0
11572,2,2,109,30,1,2016-10-31,0.03,121,184
11573,1,2,105,4,131,2019-06-17,2.92,1,55
11574,2,2,150,1,48,2019-06-23,1.07,3,326
11575,2,1,45,14,1,2016-01-05,0.02,1,0
11576,1,3,40,30,5,2018-05-03,0.11,7,365
11577,1,1,105,5,32,2019-05-25,0.71,2,312
11578,2,2,135,30,8,2018-09-09,0.19,12,282
11579,2,1,180,1,0,,,1,0
11580,1,2,150,1,1,2015-11-02,0.02,1,0
11581,1,2,70,2,77,2019-06-29,1.77,1,274
11582,1,2,120,2,28,2019-06-30,0.64,1,294
11583,2,1,89,1,0,,,1,0
11584,2,1,100,1,5,2017-01-04,0.12,1,0
11585,2,1,125,1,27,2019-05-28,2.87,1,80
11586,2,2,170,1,190,2019-06-17,4.36,1,260
11587,2,1,80,1,1,2015-11-03,0.02,1,0
11588,1,1,249,3,5,2019-07-02,0.45,3,360
11589,1,2,350,3,4,2016-05-22,0.09,1,0
11590,2,2,175,30,0,,,49,365
11591,1,1,120,20,0,,,1,365
11592,2,2,230,30,0,,,49,332
11593,1,1,100,1,0,,,1,0
11594,2,2,139,3,11,2018-05-28,0.25,1,0
11595,1,2,89,4,5,2018-09-06,0.12,1,2
11596,1,2,159,30,6,2019-06-04,0.15,52,343
11597,2,2,229,30,0,,,121,184
11598,1,1,70,3,67,2018-10-07,1.53,2,40
11599,2,2,125,1,0,,,1,0
11600,2,2,200,5,10,2018-12-28,0.26,1,0
11601,2,2,169,30,2,2016-06-28,0.05,121,364
11602,2,2,175,1,0,,,1,0
11603,2,2,150,1,0,,,1,0
11604,1,1,90,1,116,2019-06-09,3.17,1,76
11605,2,2,165,1,0,,,2,0
11606,2,2,305,3,175,2019-06-21,3.89,1,132
11607,1,2,200,3,0,,,1,0
11608,2,2,88,29,71,2019-06-02,1.62,1,95
11609,2,2,110,3,69,2018-09-10,1.78,1,5
11610,3,2,42,3,0,,,1,0
11611,1,2,150,2,11,2016-10-09,0.24,1,0
11612,1,1,50,27,6,2017-09-30,0.14,2,0
11613,1,2,125,3,3,2017-01-02,0.08,2,0
11614,2,2,125,7,4,2017-04-08,0.1,1,0
11615,2,1,80,4,1,2015-11-02,0.02,1,0
11616,2,1,75,1,0,,,1,0
11617,2,2,120,1,4,2016-04-01,0.1,1,0
11618,1,1,79,7,1,2015-10-23,0.02,1,0
11619,2,1,90,7,0,,,1,0
11620,2,2,190,2,10,2019-07-01,0.97,1,41
11621,2,2,239,30,2,2018-06-10,0.09,121,186
11622,2,2,200,2,29,2019-01-01,0.65,1,0
11623,4,2,200,1,1,2015-11-01,0.02,1,0
11624,2,2,175,7,44,2019-06-29,0.99,3,193
11625,2,2,200,4,1,2016-01-01,0.02,1,0
11626,1,2,130,3,129,2019-06-11,2.93,1,163
11627,2,2,95,1,2,2015-11-18,0.04,1,0
11628,2,2,140,7,3,2016-01-05,0.07,1,0
11629,3,1,100,4,46,2019-06-29,1.18,1,284
11630,2,1,75,3,1,2016-07-08,0.03,1,89
11631,2,1,74,1,0,,,1,0
11632,2,3,80,1,17,2016-04-23,0.38,1,0
11633,1,1,60,2,1,2019-05-12,0.52,1,0
11634,1,2,125,2,125,2019-06-30,2.79,2,229
11635,1,1,80,1,2,2015-12-29,0.05,1,0
11636,1,2,97,2,22,2019-05-21,0.54,1,2
11637,2,1,79,1,0,,,1,0
11638,2,1,110,3,2,2016-06-12,0.05,1,0
11639,1,2,140,3,60,2019-06-10,1.34,1,37
11640,1,1,57,5,14,2019-05-29,0.37,2,216
11641,2,1,195,1,0,,,1,0
11642,2,2,175,30,0,,,49,333
11643,1,1,50,3,1,2016-06-30,0.03,1,0
11644,2,2,180,1,1,2016-01-05,0.02,4,0
11645,3,2,180,3,0,,,1,0
11646,2,2,180,2,18,2019-06-13,0.42,1,29
11647,1,2,100,2,13,2018-09-09,0.31,1,0
11648,1,2,175,2,21,2019-05-19,1.4,1,38
11649,2,1,210,3,0,,,2,0
11650,2,1,100,3,3,2016-01-03,0.07,1,0
11651,1,2,250,2,1,2015-12-06,0.02,1,0
11652,1,2,55,3,0,,,2,0
11653,1,1,80,3,0,,,1,0
11654,2,2,103,6,0,,,1,0
11655,1,2,150,1,1,2015-11-29,0.02,1,0
11656,3,1,90,3,34,2019-07-06,1.02,1,3
11657,2,2,150,5,6,2016-11-26,0.14,3,37
11658,2,2,190,1,2,2015-11-25,0.05,1,0
11659,2,2,95,2,0,,,1,0
11660,2,1,75,1,91,2018-10-08,2.07,3,0
11661,1,2,150,3,12,2016-07-19,0.28,1,0
11662,1,1,48,15,0,,,1,0
11663,1,1,65,30,8,2019-01-05,0.18,1,18
11664,1,3,27,30,7,2019-03-20,0.16,7,342
11665,1,2,150,2,123,2019-07-01,2.74,2,263
11666,2,1,75,2,53,2018-06-29,1.18,1,0
11667,1,1,80,2,38,2018-07-28,0.89,3,0
