,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
42211,3,1,55,2,9,2019-06-23,2.35,1,180
34031,2,2,207,2,3,2018-10-29,0.26,1,0
25392,1,1,35,1,5,2017-09-13,0.22,1,0
4762,1,3,60,1,0,,,2,0
46311,2,2,198,2,2,2019-06-02,1.58,2,154
24541,2,1,60,1,128,2019-07-05,6.03,1,67
8283,2,1,95,1,92,2019-06-29,2.4,2,47
32647,2,3,70,1,7,2018-12-09,0.55,1,66
29528,2,1,125,2,3,2019-05-05,0.85,2,0
18571,1,1,40,3,2,2016-08-27,0.06,1,0
47670,1,2,1500,2,0,,,7,267
33033,2,2,550,3,9,2019-06-29,3.18,1,61
19786,3,2,85,1,68,2017-12-24,2.13,1,0
21701,2,1,55,1,8,2019-05-14,0.28,2,293
17828,1,1,57,1,82,2019-07-05,2.28,5,356
12844,2,2,799,3,16,2019-04-28,0.4,1,365
13771,2,2,83,1,2,2016-01-31,0.05,1,0
42209,2,2,145,1,7,2019-06-16,1.74,1,0
47046,2,2,600,2,1,2019-07-02,1.0,1,226
2070,3,1,76,1,75,2017-01-01,1.0,2,0
48208,2,2,300,4,0,,,1,319
15783,1,1,50,2,149,2019-07-07,3.86,1,92
37871,3,2,220,2,58,2019-07-06,7.53,1,144
22215,3,1,65,1,7,2019-06-30,0.99,1,309
42134,2,2,170,2,1,2019-05-27,0.7,1,8
11609,2,2,110,3,69,2018-09-10,1.78,1,5
11387,2,2,125,4,8,2017-06-18,0.18,1,0
41438,1,2,175,4,5,2019-06-30,1.19,1,40
18441,1,2,135,3,39,2018-08-16,1.12,1,311
9274,3,2,398,4,55,2019-06-30,1.28,1,82
1691,2,2,95,1,0,,,1,0
7921,2,1,100,3,24,2018-08-09,0.48,2,186
9534,1,1,99,1,8,2015-09-02,0.17,2,0
44166,1,1,40,7,1,2019-05-19,0.58,9,106
1693,1,1,45,2,77,2019-06-02,0.95,5,167
27227,1,1,100,21,15,2019-06-06,0.97,1,89
995,2,1,125,1,0,,,1,365
42505,2,2,200,3,8,2019-06-23,2.03,1,319
32382,1,1,41,2,54,2019-03-25,4.14,1,0
30417,1,1,42,5,1,2018-04-29,0.07,1,0
46472,2,1,50,2,4,2019-06-27,3.33,1,0
12369,1,2,175,3,0,,,1,0
11013,1,3,29,8,41,2019-02-26,0.89,4,53
22602,3,1,55,1,21,2017-11-26,0.79,1,0
9573,1,2,215,1,1,2015-08-02,0.02,1,0
18559,1,2,150,1,0,,,1,0
27148,2,3,56,35,1,2017-10-26,0.05,2,0
21565,1,2,85,3,35,2018-07-30,1.22,1,0
24263,2,2,125,2,0,,,1,0
36626,2,1,50,2,44,2019-07-07,4.85,1,271
23388,2,1,88,1,59,2019-06-29,2.34,1,34
17217,2,2,265,2,6,2019-03-22,0.18,1,364
32035,2,2,162,2,4,2018-06-24,0.28,1,0
41685,3,1,62,1,16,2019-06-21,3.38,7,308
5584,3,1,76,1,14,2019-04-11,0.41,1,225
13680,2,3,50,2,2,2016-05-11,0.05,2,0
21854,2,2,195,2,16,2019-06-07,0.59,1,0
37653,1,1,70,4,1,2018-11-27,0.13,1,342
34203,2,2,700,4,19,2019-06-16,1.63,1,134
20494,2,2,130,4,2,2017-11-30,0.07,1,0
17892,2,1,120,2,0,,,1,0
9816,1,2,123,30,7,2019-03-09,0.19,21,342
43926,1,2,249,6,4,2019-07-01,1.97,2,177
20188,2,1,176,3,123,2019-06-30,3.9,3,17
22303,1,2,92,10,4,2019-06-13,0.17,1,0
20228,1,2,175,2,21,2019-06-28,0.81,1,313
48786,3,1,75,1,0,,,2,180
26610,2,2,225,1,74,2019-07-01,3.66,1,3
21013,1,2,115,2,80,2019-06-22,2.9,1,68
14930,2,2,142,30,7,2019-02-18,0.25,91,316
3398,2,1,500,365,0,,,1,0
26689,1,2,125,2,11,2019-06-12,0.53,2,0
25943,2,2,133,30,7,2019-05-31,0.47,91,281
44682,2,2,141,30,0,,,2,115
40571,2,2,140,1,3,2019-04-01,0.63,1,0
12972,2,1,90,3,40,2018-10-28,0.94,1,0
4080,2,2,145,3,8,2016-06-13,0.13,1,0
16858,2,1,125,1,0,,,1,0
32811,2,2,299,3,76,2019-07-04,5.82,1,91
16186,2,2,87,30,2,2017-02-19,0.05,52,365
7007,3,1,40,3,95,2019-05-20,1.75,1,336
629,2,2,241,30,0,,,1,249
25320,1,1,95,5,1,2018-02-04,0.06,2,0
14344,2,2,154,30,8,2019-05-20,0.22,12,18
37154,1,1,200,1,0,,,1,365
290,2,2,124,28,22,2019-06-15,0.26,1,103
48893,2,3,55,1,0,,,6,2
43116,1,1,40,2,1,2019-04-30,0.43,1,0
26813,2,2,300,2,1,2018-01-01,0.05,1,0
4211,1,1,69,1,159,2019-06-24,2.89,4,280
19806,2,1,143,2,8,2018-12-05,0.26,1,365
20585,2,2,290,2,5,2017-04-16,0.16,1,0
1173,1,1,90,4,219,2019-06-15,2.54,1,30
21693,1,1,68,30,11,2017-09-30,0.39,1,87
35207,1,1,74,5,1,2018-11-12,0.13,2,95
46291,2,2,995,1,3,2019-07-05,3.0,1,344
10334,1,2,120,2,0,,,1,0
8189,1,1,65,3,0,,,1,0
28725,2,2,90,4,4,2019-05-06,0.22,1,5
17088,1,1,56,7,1,2016-08-01,0.03,1,0
23809,1,2,200,4,10,2019-05-28,0.4,1,0
11779,2,1,85,1,1,2015-11-08,0.02,1,0
29089,2,2,100,1,0,,,1,0
17119,2,1,95,21,2,2016-08-20,0.05,1,281
29628,3,1,50,1,302,2019-07-06,16.81,3,26
47547,1,1,70,1,0,,,1,325
35301,2,2,225,2,2,2019-01-02,0.22,1,0
45978,1,1,150,2,0,,,1,176
38085,3,1,150,2,4,2019-04-28,0.55,1,0
3678,1,1,65,4,8,2018-08-31,0.19,2,19
3897,2,2,400,5,8,2017-12-10,0.13,1,35
39537,3,1,38,2,14,2019-04-27,2.71,4,6
31755,2,1,85,4,3,2018-05-22,0.21,1,179
28232,2,2,100,2,3,2019-03-02,0.46,1,0
26229,2,2,260,2,21,2019-07-03,1.04,2,222
25759,1,2,74,7,9,2019-06-17,0.42,1,61
29609,1,1,70,4,0,,,1,0
9222,3,1,27,30,3,2017-10-15,0.07,1,0
30295,2,2,68,3,64,2019-05-20,3.92,1,13
4444,1,3,80,1,7,2019-05-21,0.15,1,90
38812,2,2,189,30,1,2019-02-15,0.21,232,142
46983,1,2,130,2,1,2019-06-23,1.0,1,13
41831,2,1,70,2,1,2019-06-10,1.0,1,3
38208,1,1,60,1,56,2019-07-03,7.24,3,48
47002,1,2,120,3,1,2019-06-29,1.0,1,9
29549,2,2,170,30,0,,,7,364
35975,2,2,199,2,35,2019-07-05,4.29,1,200
4778,1,2,285,1,89,2019-06-23,1.47,2,110
24039,2,2,200,3,3,2019-04-15,0.13,1,19
31144,1,1,80,2,3,2018-10-21,0.29,4,54
9423,1,1,39,1,0,,,1,0
24128,3,2,120,2,82,2019-07-05,3.31,6,230
11175,2,1,49,14,25,2019-06-15,0.55,2,276
36348,1,1,60,1,0,,,10,0
2677,3,1,75,6,0,,,1,180
43572,1,1,48,30,0,,,103,267
30438,5,1,50,3,18,2019-07-02,1.16,2,326
28569,1,2,647,5,4,2019-04-20,0.25,1,166
43998,1,1,90,4,1,2019-05-30,0.75,1,0
22774,2,1,40,2,3,2019-01-02,0.42,1,276
32405,2,2,650,10,1,2018-08-25,0.09,1,23
3745,1,2,149,30,4,2019-04-20,0.09,52,330
34055,1,1,110,2,49,2019-06-24,4.14,2,335
32404,1,1,60,2,0,,,1,365
44269,1,1,63,1,7,2019-06-30,3.28,1,22
18609,1,2,145,2,133,2019-06-24,3.83,1,178
29982,2,2,180,4,0,,,1,0
38516,2,1,195,1,12,2019-06-30,1.61,1,85
23376,1,1,35,2,2,2017-06-28,0.08,1,0
14108,2,2,245,3,59,2019-06-16,1.49,1,184
14221,1,1,39,5,0,,,1,0
9009,3,1,85,1,1,2015-07-02,0.02,2,0
8227,2,2,140,2,2,2015-08-27,0.04,1,0
22312,2,2,195,4,30,2019-05-22,1.1,1,0
38237,2,2,92,1,2,2018-12-29,0.29,3,0
29399,1,2,175,3,8,2019-05-19,0.47,1,0
40261,1,2,33,1,29,2019-07-01,4.75,1,19
24429,1,1,63,1,49,2019-06-03,2.02,12,51
36992,1,2,120,3,2,2019-05-23,0.82,1,1
6606,1,2,130,1,9,2016-05-28,0.16,1,0
21503,2,2,110,2,29,2019-05-27,1.53,1,15
20924,2,1,80,7,0,,,1,0
14040,1,1,55,10,2,2016-11-05,0.05,1,0
38903,2,1,55,21,1,2019-03-08,0.24,1,342
21167,2,2,115,7,11,2018-08-21,0.39,1,0
46364,1,1,130,10,0,,,1,0
30219,2,2,295,2,71,2019-07-03,4.25,1,89
14634,2,2,140,1,8,2017-07-01,0.2,1,0
42909,2,2,395,5,4,2019-07-06,2.73,1,167
33163,2,2,425,4,2,2018-12-31,0.2,1,1
36573,1,2,175,2,14,2019-05-25,2.05,1,119
41733,2,1,79,1,16,2019-07-01,7.38,2,93
17025,2,2,250,1,0,,,1,0
48813,3,2,80,2,0,,,1,87
24666,2,1,72,3,21,2019-07-04,0.9,1,61
29035,2,2,175,2,0,,,1,0
4713,2,1,44,1,2,2016-06-30,0.05,1,0
3387,2,2,300,3,0,,,1,0
40493,2,2,200,2,1,2019-01-20,0.18,1,0
8157,1,1,65,30,57,2019-05-02,1.13,4,307
26682,2,2,222,30,1,2019-02-17,0.21,50,364
29733,3,1,50,25,5,2019-01-01,0.33,3,155
34965,1,1,60,30,27,2019-06-06,2.7,4,319
26801,5,1,77,2,36,2019-06-21,1.81,1,5
37100,2,1,36,7,2,2019-04-20,0.27,1,16
21476,1,2,270,4,48,2019-07-01,1.73,1,172
18751,3,2,140,2,115,2019-06-24,3.34,1,298
21474,1,1,60,2,6,2017-07-31,0.21,1,0
15777,3,2,79,2,90,2019-06-24,2.35,1,331
13792,2,1,75,1,0,,,1,0
23176,2,2,295,3,3,2019-06-22,0.27,1,0
18515,2,2,94,1,11,2018-02-18,0.31,1,0
31342,3,2,179,2,34,2019-03-24,2.37,1,205
28254,3,2,150,4,29,2019-01-01,1.48,1,0
45690,1,1,42,2,12,2019-07-08,9.47,1,53
38726,2,2,377,90,0,,,232,174
41403,2,2,472,2,6,2019-06-10,1.41,327,316
8757,1,1,48,30,2,2018-09-22,0.06,43,249
13896,1,2,245,3,16,2018-09-24,0.4,2,66
2538,1,1,48,25,4,2015-04-03,0.06,1,311
2605,2,1,199,1,141,2019-06-27,4.51,1,130
14839,1,1,140,2,141,2019-07-05,3.63,1,268
32686,2,2,179,3,8,2019-07-06,0.64,1,102
36120,1,2,50,3,3,2018-11-07,0.33,1,0
14197,1,2,80,90,0,,,1,89
6223,2,1,129,4,0,,,1,0
19003,1,2,250,3,19,2018-10-01,0.57,1,7
45808,2,2,150,2,3,2019-06-30,3.0,1,164
46010,2,2,180,1,2,2019-06-24,2.0,1,254
27391,2,1,50,1,8,2017-12-31,0.4,1,0
29258,4,2,99,2,3,2019-05-18,0.36,1,364
14133,1,1,34,1,7,2017-08-27,0.17,2,349
35935,2,2,249,29,1,2018-09-25,0.1,96,220
24851,2,2,130,30,7,2019-06-24,0.37,20,337
7199,1,2,120,2,1,2019-06-30,1.0,2,140
29445,2,2,280,1,66,2019-06-24,3.88,1,257
37214,1,2,250,7,1,2018-12-28,0.16,2,35
42553,3,1,42,7,0,,,1,0
16534,2,2,200,4,6,2019-01-04,0.31,1,0
36058,2,2,300,1,0,,,2,358
44175,2,2,409,2,3,2019-06-19,1.29,327,325
41456,2,2,214,2,11,2019-06-20,2.97,327,304
40725,3,1,99,3,2,2019-06-21,0.78,3,336
21416,1,1,70,2,5,2018-12-31,0.27,1,272
34655,1,1,85,3,8,2019-06-30,0.77,2,63
36036,2,2,400,90,0,,,1,365
11585,2,1,125,1,27,2019-05-28,2.87,1,80
5379,1,2,200,7,2,2015-06-24,0.03,1,0
38145,2,2,120,1,5,2019-06-30,0.65,1,191
42474,2,1,90,1,18,2019-06-30,5.74,2,238
9365,2,2,700,1,1,2015-09-05,0.02,1,0
40794,2,1,85,2,25,2019-06-17,5.0,1,24
6489,2,2,170,3,94,2019-06-23,1.71,1,7
35313,1,2,200,5,5,2019-05-30,0.49,1,35
48453,2,1,135,2,1,2019-07-07,1.0,3,41
27095,2,2,200,1,3,2017-11-24,0.15,1,0
1471,2,2,127,3,182,2019-06-23,2.3,1,264
32057,2,2,175,3,2,2018-10-07,0.15,1,0
15092,2,1,150,60,0,,,1,0
35976,2,1,60,1,48,2019-06-27,4.97,1,8
4673,1,1,60,5,6,2017-09-06,0.16,2,0
12280,2,2,95,5,2,2017-01-05,0.05,1,0
485,1,2,85,2,86,2019-05-16,0.89,2,15
7791,1,2,190,2,1,2017-06-26,0.04,1,0
12740,2,2,1000,4,10,2018-11-26,0.23,1,326
26859,2,2,250,3,4,2018-01-03,0.21,1,3
11736,1,2,100,15,3,2016-08-01,0.07,2,211
6068,2,2,229,5,38,2019-06-03,0.75,2,332
3977,2,2,400,1,18,2019-01-02,0.28,2,30
20680,1,2,190,4,26,2019-06-23,1.18,1,145
478,2,2,190,3,147,2019-06-30,1.6,1,27
1266,1,2,120,14,0,,,1,0
43850,3,1,44,1,11,2019-07-01,7.67,2,331
13185,2,2,150,1,65,2019-06-19,1.56,1,186
32365,2,1,100,1,25,2019-06-22,1.92,3,323
44372,2,2,500,4,2,2019-06-04,1.36,1,256
14787,5,1,45,2,6,2016-08-07,0.15,1,0
6241,1,2,80,7,0,,,1,0
41212,2,1,85,2,11,2019-07-03,2.21,1,227
26742,1,1,179,2,6,2019-01-03,0.3,1,0
8010,2,1,79,5,2,2015-10-07,0.04,1,0
29456,2,2,140,3,33,2019-05-30,1.91,1,11
3949,2,2,180,1,0,,,1,0
43101,3,1,47,1,4,2019-06-23,1.38,2,28
18282,1,1,125,4,55,2018-12-12,1.59,1,0
43759,2,1,45,2,2,2019-06-19,2.0,1,180
21220,2,2,995,4,20,2019-07-01,0.73,1,290
28079,1,2,120,1,0,,,1,0
46695,2,2,198,30,0,,,1,125
26351,3,1,55,1,77,2019-06-23,3.58,6,365
1259,2,2,217,2,43,2018-09-14,0.51,1,0
44767,2,2,120,30,1,2019-06-11,1.0,20,340
24043,3,2,80,4,6,2018-09-01,0.48,1,0
25349,1,2,115,5,4,2019-04-24,0.18,1,3
4344,3,2,119,3,2,2016-10-03,0.05,1,0
35080,3,1,61,1,48,2019-06-22,4.5,1,171
26458,3,1,58,1,62,2019-06-23,2.87,9,279
18887,5,2,299,2,2,2019-05-21,0.18,13,358
21956,1,2,125,31,4,2019-05-29,0.16,1,178
1804,1,2,160,30,19,2019-04-26,0.26,1,59
1844,1,1,110,1,4,2017-12-28,0.18,1,0
10980,2,1,135,3,79,2019-07-05,2.19,2,20
28712,2,1,50,1,14,2018-12-18,0.8,1,63
19467,3,2,87,2,36,2017-09-03,1.11,1,0
45970,2,1,181,2,0,,,3,362
31136,3,1,49,1,6,2018-04-25,0.4,1,11
31229,2,2,159,5,4,2019-06-09,0.31,1,42
25456,1,1,50,4,67,2019-03-31,2.89,2,0
33532,2,2,99,1,34,2019-06-28,2.9,1,1
34522,1,1,47,7,2,2018-12-30,0.18,1,0
25202,1,1,40,1,4,2017-09-28,0.18,1,0
9995,1,2,220,5,27,2017-01-01,0.57,1,0
7913,1,2,128,5,83,2018-12-26,1.63,1,52
37106,2,2,180,4,13,2019-06-29,1.81,1,55
6332,2,2,100,7,6,2016-03-02,0.11,1,0
14929,2,1,110,2,0,,,1,0
8589,1,2,95,5,161,2019-07-01,3.22,3,207
47622,2,2,151,1,1,2019-07-05,1.0,1,8
7412,1,2,165,1,75,2019-06-27,1.45,1,365
40471,1,1,125,3,2,2019-03-17,0.42,3,180
38730,3,1,62,30,2,2019-01-31,0.32,103,269
24391,3,2,140,2,4,2018-01-01,0.17,1,0
5671,1,1,77,2,38,2019-03-16,0.66,7,66
33301,1,2,165,4,3,2018-08-07,0.24,2,0
36874,1,1,75,1,1,2018-10-24,0.12,2,0
29028,1,2,102,13,6,2019-06-10,0.33,1,0
27393,2,2,80,1,89,2019-06-21,4.44,1,47
451,1,2,139,2,385,2019-06-29,4.0,1,222
483,1,2,75,2,87,2017-04-18,1.09,1,0
11931,2,2,40,1,1,2016-03-31,0.03,1,0
16278,1,1,43,1,0,,,1,220
27214,2,2,160,1,12,2018-01-21,0.59,1,0
38771,3,1,45,3,3,2018-11-30,0.41,1,179
23277,2,2,270,2,8,2018-12-31,0.43,1,0
37240,1,1,72,1,54,2019-06-30,6.43,4,239
40454,1,2,175,2,8,2019-03-19,1.45,1,0
487,2,2,79,2,15,2016-02-15,0.16,1,0
35451,1,1,99,1,31,2019-05-09,3.06,1,0
30584,2,2,120,1,6,2019-03-30,0.4,17,246
42377,1,1,33,2,3,2019-03-31,0.75,1,188
42646,2,1,70,21,1,2019-06-04,0.86,12,119
32785,1,1,50,3,3,2019-06-10,0.29,4,179
44264,1,1,58,30,0,,,5,342
5444,2,2,225,5,7,2015-12-31,0.12,1,0
1042,1,2,138,3,106,2019-06-07,1.22,1,189
42155,2,1,80,1,17,2019-06-13,4.21,2,177
48577,1,1,45,30,0,,,1,31
48628,5,2,128,2,0,,,7,167
6619,2,2,235,6,13,2017-01-10,0.25,1,0
24501,2,1,60,1,26,2018-07-01,1.09,1,0
14093,2,1,45,7,6,2016-08-11,0.15,1,0
19335,1,1,39,2,66,2019-07-05,2.01,3,62
30387,2,1,36,1,1,2018-04-11,0.07,3,0
14613,2,2,85,30,6,2018-11-10,0.17,34,311
31506,2,2,323,30,0,,,232,316
27902,1,3,43,3,32,2019-06-16,1.86,3,104
28619,2,2,195,3,2,2018-02-22,0.11,1,0
28733,2,2,125,30,0,,,91,153
19594,1,1,55,5,3,2016-12-30,0.09,1,0
17574,3,1,55,2,41,2019-06-02,1.19,1,278
23149,1,2,825,3,2,2018-09-28,0.19,2,44
46925,2,2,395,3,2,2019-07-07,2.0,1,152
563,3,1,50,28,258,2019-05-28,2.9,1,287
26275,2,2,150,4,1,2017-12-31,0.05,1,0
20250,2,2,100,4,62,2019-06-17,2.1,1,80
22527,1,2,265,3,26,2019-06-25,1.01,1,70
28519,1,2,225,1,16,2019-07-07,0.86,1,1
24304,2,2,175,3,4,2018-09-07,0.29,1,0
3166,2,2,160,3,158,2019-06-15,2.33,1,188
21616,2,1,91,6,1,2017-11-12,0.05,1,0
47876,2,1,122,10,0,,,3,306
15395,1,1,57,3,33,2019-05-31,0.85,3,345
10623,3,1,46,1,543,2019-07-01,11.59,5,163
11414,1,2,129,3,93,2019-05-28,2.1,1,0
13724,2,2,1731,10,84,2019-03-31,2.8,2,97
16735,1,2,163,3,16,2019-05-28,0.52,1,154
13974,2,2,179,1,138,2019-06-16,3.3,1,252
9489,2,1,100,1,3,2015-10-23,0.06,1,0
38856,1,2,120,4,19,2019-06-25,2.98,1,8
29746,2,1,139,4,3,2018-07-31,0.17,1,0
17984,1,1,30,2,1,2016-08-05,0.03,1,0
35253,2,1,80,1,6,2019-01-06,0.58,2,0
46735,2,2,650,3,3,2019-06-26,3.0,1,232
46992,2,1,100,1,0,,,4,352
6713,3,2,165,2,58,2019-06-14,2.1,5,163
14890,3,1,43,1,105,2019-06-17,2.61,8,140
22714,1,2,200,2,100,2019-06-24,3.78,2,244
3475,2,2,150,14,1,2014-01-13,0.01,1,35
48521,3,1,70,1,0,,,3,75
6280,1,2,450,1,0,,,1,0
5953,2,2,146,5,21,2019-03-24,1.01,1,0
26857,1,2,235,5,5,2019-01-01,0.25,1,0
6101,1,1,79,3,35,2018-10-28,0.62,2,336
20163,2,2,295,5,36,2019-06-27,1.4,1,16
13164,2,2,110,30,1,2016-02-15,0.02,31,145
11973,1,1,99,2,3,2017-01-02,0.07,1,0
43663,2,2,120,2,5,2019-07-07,2.05,1,10
29908,2,2,100,3,16,2019-06-26,0.95,1,20
1380,1,2,275,31,17,2015-10-18,0.2,1,364
46475,2,2,210,1,1,2019-06-10,1.0,1,331
18665,1,1,35,5,0,,,1,0
42470,1,2,120,5,0,,,1,160
6087,2,2,250,2,0,,,1,0
30764,1,2,190,1,0,,,1,53
25429,3,2,65,2,95,2019-07-06,4.13,1,105
11792,1,2,300,4,0,,,1,0
45214,2,2,199,1,5,2019-06-21,2.83,1,85
42463,2,2,190,7,10,2019-06-26,2.7,1,24
47869,2,2,1600,3,0,,,1,365
42307,1,2,95,2,5,2019-06-18,2.5,3,0
30150,1,2,130,5,61,2019-07-02,3.84,2,185
47170,2,2,200,1,2,2019-06-30,2.0,1,37
10039,2,1,61,2,6,2019-07-07,0.13,1,213
28189,1,1,139,1,10,2019-06-19,0.51,17,364
21109,1,1,77,1,2,2017-03-15,0.07,1,0
2394,1,2,99,1,93,2019-06-23,1.28,1,311
38594,2,2,180,1,5,2019-06-15,0.73,1,90
607,2,1,89,1,278,2019-07-03,2.95,3,192
5420,2,2,95,30,15,2019-01-15,0.27,19,204
20353,3,2,110,30,0,,,1,0
39817,2,2,150,20,0,,,2,157
10898,2,2,360,1,13,2016-01-17,0.28,1,188
47664,2,2,600,3,0,,,1,355
38979,1,2,392,1,19,2019-06-21,3.73,1,337
17060,1,1,75,2,170,2019-07-01,4.58,1,37
28868,3,1,138,30,0,,,5,234
43770,2,1,160,3,7,2019-07-01,2.47,1,81
4195,1,2,130,3,92,2019-06-19,1.45,1,248
20639,1,2,264,2,2,2017-03-27,0.07,3,0
28283,2,1,150,5,4,2019-01-01,0.22,1,0
33025,1,1,70,3,42,2019-06-29,3.41,1,20
10809,1,2,90,2,4,2019-07-02,1.85,1,93
38723,2,2,242,30,0,,,232,188
41968,1,1,35,7,7,2019-06-16,1.75,13,252
28043,1,1,38,30,4,2019-03-08,0.21,10,365
7429,2,1,62,6,62,2019-06-23,1.27,1,317
12106,2,2,160,2,143,2019-07-05,3.29,1,215
34096,2,2,100,2,3,2019-06-23,0.28,2,67
29646,2,1,52,1,46,2019-06-25,2.73,1,21
11358,3,1,115,2,0,,,1,0
28154,2,2,105,7,1,2018-01-02,0.05,1,0
47696,1,1,65,7,0,,,3,63
14869,3,1,50,5,1,2016-05-27,0.03,1,0
13583,1,1,79,1,17,2019-06-26,0.4,6,174
32155,2,2,225,1,7,2018-08-27,0.52,1,3
34824,1,1,120,5,8,2019-06-13,0.79,2,179
26373,2,2,100,3,44,2019-06-23,2.3,1,168
19958,1,2,195,1,39,2019-06-30,1.25,1,62
12014,3,2,89,1,16,2017-12-31,0.45,1,36
42247,2,1,75,1,6,2019-06-01,2.02,3,155
17139,3,2,101,5,93,2019-06-30,2.52,2,7
10726,1,1,50,1,4,2015-10-10,0.09,1,0
28681,2,1,75,1,1,2017-12-22,0.05,1,0
45471,1,2,160,1,13,2019-07-01,7.96,1,120
48833,2,2,475,2,0,,,1,64
4718,1,2,78,18,11,2015-08-03,0.2,1,0
7700,2,2,120,5,28,2019-05-23,0.82,1,355
22807,1,2,100,2,77,2019-06-21,2.96,1,277
1309,1,1,95,1,123,2019-06-02,1.47,3,359
7912,1,2,108,2,3,2019-06-16,0.06,1,33
2397,2,1,125,1,85,2019-06-29,1.15,1,301
14783,2,2,180,14,0,,,1,0
3050,5,1,75,2,32,2019-01-01,0.46,13,363
8715,2,1,108,2,17,2016-08-01,0.35,1,0
36396,1,1,150,7,5,2019-06-01,0.79,1,149
506,3,2,95,30,24,2019-04-04,0.26,8,271
41849,2,2,235,30,0,,,65,242
10788,2,2,140,10,0,,,1,0
2136,1,2,130,9,3,2018-09-25,0.04,1,329
28498,2,2,170,1,1,2017-12-22,0.05,1,0
41251,2,2,699,2,0,,,1,132
19905,1,2,950,4,19,2019-05-20,0.62,1,323
35425,2,2,167,2,60,2019-06-30,5.75,1,164
9098,2,2,155,30,6,2019-01-31,0.14,34,295
46451,1,1,59,4,1,2019-06-12,1.0,2,15
23503,1,1,49,2,55,2019-06-21,2.15,1,332
4755,2,2,185,5,18,2019-05-20,0.3,1,31
42606,1,1,42,2,0,,,2,311
11379,1,2,100,3,151,2019-06-29,3.32,1,105
4365,1,2,180,1,183,2019-06-23,2.9,1,197
20136,4,1,34,3,24,2019-06-10,0.78,3,159
15576,1,1,1300,1,0,,,1,0
43053,5,3,25,2,5,2019-07-01,1.6,1,146
23591,1,1,36,2,7,2019-03-01,0.29,26,318
44933,1,1,95,3,3,2019-06-02,1.76,1,66
22783,2,2,200,30,1,2018-04-30,0.07,31,330
10513,2,2,179,2,10,2019-01-01,0.22,1,0
33775,2,1,70,1,1,2018-07-23,0.09,1,90
42216,1,1,55,2,1,2019-05-01,0.43,1,5
15300,2,1,110,2,46,2019-06-08,1.17,4,307
10509,1,1,49,1,107,2019-06-09,3.04,1,340
24580,3,1,48,5,52,2019-06-24,2.17,1,8
23630,2,2,225,4,51,2019-07-02,2.06,1,40
6627,2,2,225,1,14,2016-04-26,0.25,1,0
17213,2,2,275,5,0,,,1,0
3710,2,2,250,1,0,,,1,0
16902,1,1,90,5,87,2019-03-24,2.43,2,305
33680,1,2,165,4,2,2018-12-20,0.19,1,0
14742,3,2,190,2,1,2016-03-26,0.03,1,0
37586,1,1,48,2,6,2019-02-06,0.87,2,0
21296,1,1,49,1,13,2017-05-01,0.44,2,0
28426,2,1,50,5,1,2017-12-03,0.05,1,0
43130,2,1,950,3,11,2019-06-30,4.23,3,251
27669,1,2,150,4,1,2018-01-03,0.05,1,0
31659,1,2,91,1,28,2019-06-30,2.01,1,172
24250,2,2,176,2,0,,,2,0
34817,2,1,60,1,26,2019-05-26,2.36,1,365
39494,2,2,129,3,6,2019-05-27,0.93,2,22
32978,2,1,250,1,1,2018-06-19,0.08,7,365
8281,2,2,250,1,0,,,1,0
28987,1,1,59,4,53,2019-07-02,2.88,1,39
23791,2,1,115,1,28,2018-06-22,1.16,1,0
12978,2,1,70,1,3,2017-01-22,0.07,1,0
35558,2,1,70,1,0,,,1,56
18468,2,1,175,4,7,2019-05-23,0.21,1,365
23260,2,2,350,1,105,2019-05-26,4.63,1,0
1399,2,2,136,2,15,2019-04-27,0.18,2,6
37615,2,1,145,1,61,2019-07-06,7.5,6,283
6616,3,1,70,1,28,2019-06-22,0.61,1,325
39502,2,2,150,4,3,2019-05-08,0.47,7,281
9075,2,2,155,4,10,2017-05-12,0.21,1,0
6709,2,2,185,3,7,2016-07-24,0.13,1,0
9307,1,3,29,2,102,2019-07-01,2.11,3,288
31808,1,2,130,7,1,2018-06-10,0.08,1,9
42724,2,2,190,30,1,2019-05-04,0.45,16,310
7060,2,2,175,4,29,2018-11-05,0.55,1,7
2430,3,1,69,2,103,2019-06-23,1.39,2,124
15348,1,1,60,3,15,2019-06-29,0.41,3,90
13756,2,2,135,3,5,2016-10-16,0.13,1,0
25267,1,1,45,2,31,2019-05-24,1.35,5,0
38291,2,1,70,3,3,2019-01-02,0.42,1,0
44939,2,2,175,20,0,,,1,79
22642,2,1,193,6,3,2019-01-06,0.13,3,0
43977,3,1,50,1,3,2019-05-31,1.34,5,318
44533,2,2,130,29,0,,,327,246
48586,2,3,75,2,0,,,3,336
13113,1,1,55,3,0,,,2,0
28296,2,2,125,1,53,2019-06-30,3.71,2,14
4440,1,2,155,25,3,2015-04-02,0.05,1,364
22325,1,2,151,1,94,2019-06-09,3.49,2,36
32937,2,2,125,30,6,2019-07-01,0.59,16,339
17975,1,1,51,3,0,,,2,365
47197,1,1,75,2,2,2019-07-06,2.0,4,349
26963,5,1,80,1,0,,,1,88
10201,2,1,100,1,0,,,2,0
18578,1,1,73,2,137,2019-05-23,3.94,1,0
25984,2,1,60,2,75,2019-06-24,3.37,1,332
46201,2,2,150,30,1,2019-06-21,1.0,1,15
